method,step,x,v,u,actual_energy,predicted_energy,cap,unsafe
adaptive_calibrated_certificate,11,-0.3211212327795499,0.5274080133262972,0.0,0.18931733474677348,0.19144019852934557,0.738,0
adaptive_calibrated_certificate,12,-0.21563963011429046,0.5361466165759331,0.0,0.18663331405251207,0.18857370371934837,0.738,0
adaptive_calibrated_certificate,13,-0.10841030679910384,0.5396424457927429,0.0,0.18377165000627477,0.18083687363124537,0.738,0
adaptive_calibrated_certificate,14,-0.0004818176405552571,0.5384710631918654,0.0,0.18121946350659704,0.18105369417488443,0.738,0
adaptive_calibrated_certificate,15,0.10721239499781783,0.5299168547476311,0.0,0.1772315952371889,0.18375707630655252,0.738,0
adaptive_calibrated_certificate,16,0.21319576594734405,0.5177367867131001,0.0,0.17434997789018503,0.179247007844532,0.738,0
adaptive_calibrated_certificate,17,0.31674312328996407,0.5014368231952873,0.0,0.17219823570783582,0.16936877104879378,0.738,0
adaptive_calibrated_certificate,18,0.41703048792902153,0.47803861662294184,0.0,0.16891273854358266,0.17102334449684337,0.738,0
adaptive_calibrated_certificate,19,0.5126382112536099,0.4523141671537773,0.0,0.1672872564756046,0.17026971813974456,0.738,0
adaptive_calibrated_certificate,20,0.6031010446843653,0.42128092949965235,0.0,0.16548314398996283,0.17190062779449988,0.738,0
adaptive_calibrated_certificate,21,0.6873572305842958,0.3875621731525011,0.0,0.16474676815215766,0.16633892519110555,0.738,0
adaptive_calibrated_certificate,22,0.7648696652147959,0.349520927257307,0.0,0.16410688983412391,0.16985292445848346,0.738,0
adaptive_calibrated_certificate,23,0.8347738506662573,0.30826127764686534,0.0,0.16391774182372423,0.16943084263911168,0.738,0
adaptive_calibrated_certificate,24,0.8964261061956303,0.2637843611392727,0.0,0.16402583281889282,0.1677639811899809,0.738,0
adaptive_calibrated_certificate,25,0.9491829784234849,0.21855199988320087,0.0,0.16499535938742332,0.16559972878866464,0.738,0
adaptive_calibrated_certificate,26,0.992893378400125,0.12288007044570023,-0.3507276979184292,0.15731278395108472,0.15887808990526436,0.738,0
adaptive_calibrated_certificate,27,1.017469392489265,0.021589677131962012,-0.3134489626956102,0.1555779160470351,0.15555220656407753,0.738,0
adaptive_calibrated_certificate,28,1.0217873279156575,-0.06648063736128366,-0.2312451393586492,0.1593696984883295,0.15768647292634527,0.738,0
adaptive_calibrated_certificate,29,1.0084912004434008,-0.12043835513727744,0.0,0.16162404857337387,0.15699860990656786,0.738,0
adaptive_calibrated_certificate,30,0.9844035294159453,-0.16757396993173937,0.0,0.16290819343316265,0.16143349379016514,0.738,0
adaptive_calibrated_certificate,31,0.9508887354295975,-0.21348447000767726,0.0,0.16411316990907165,0.16440364133592986,0.738,0
robust_interval_certificate,0,-1.1057147637261517,0.14211205501274674,0.0,0.19601316842076313,0.19868880502358566,0.738,0
robust_interval_certificate,1,-1.0772923527236025,0.19322146985719119,0.0,0.19741790724412162,0.19972789537090535,0.738,0
robust_interval_certificate,2,-1.0386480587521643,0.243759196901244,0.0,0.19895505978865802,0.20572905163847743,0.738,0
robust_interval_certificate,3,-0.9898962193719154,0.2912419976398006,0.0,0.19999786701228517,0.21306421982135956,0.738,0
robust_interval_certificate,4,-0.9316478198439553,0.3338086539508404,0.0,0.19983778494079418,0.20703769733968458,0.738,0
robust_interval_certificate,5,-0.8648860890537872,0.37652699122194533,0.0,0.2008120515049701,0.20455654422710157,0.738,0
robust_interval_certificate,6,-0.7895806908093981,0.41361442394332537,0.0,0.2004387074035875,0.20558246755563866,0.738,0
robust_interval_certificate,7,-0.706857806020733,0.4459649707137698,0.0,0.1992501656297001,0.2113149278557112,0.738,0
robust_interval_certificate,8,-0.6176648118779791,0.4728989109099302,0.0,0.1969973354372127,0.2093085950560328,0.738,0
robust_interval_certificate,9,-0.523085029695993,0.49564165158667006,0.0,0.19458059648603496,0.20909108897444584,0.738,0
robust_interval_certificate,10,-0.423956699378659,0.5141773329955455,0.0,0.1921973485462145,0.21060233043899979,0.738,0
robust_interval_certificate,11,-0.3211212327795499,0.5274080133262972,0.0,0.18931733474677348,0.2031708296928242,0.738,0
robust_interval_certificate,12,-0.21563963011429046,0.5361466165759331,0.0,0.18663331405251207,0.2004258119398417,0.738,0
robust_interval_certificate,13,-0.10841030679910384,0.5396424457927429,0.0,0.18377165000627477,0.19236510596469378,0.738,0
robust_interval_certificate,14,-0.0004818176405552571,0.5384710631918654,0.0,0.18121946350659704,0.192724061059022,0.738,0
robust_interval_certificate,15,0.10721239499781783,0.5299168547476311,0.0,0.1772315952371889,0.1956388986173743,0.738,0
robust_interval_certificate,16,0.21319576594734405,0.5177367867131001,0.0,0.17434997789018503,0.19078897027219544,0.738,0
robust_interval_certificate,17,0.31674312328996407,0.5014368231952873,0.0,0.17219823570783582,0.1801034173591887,0.738,0
robust_interval_certificate,18,0.41703048792902153,0.47803861662294184,0.0,0.16891273854358266,0.18168254184467636,0.738,0
robust_interval_certificate,19,0.5126382112536099,0.4523141671537773,0.0,0.1672872564756046,0.18058212086880834,0.738,0
robust_interval_certificate,20,0.6031010446843653,0.42128092949965235,0.0,0.16548314398996283,0.18188897233651713,0.738,0
robust_interval_certificate,21,0.6873572305842958,0.3875621731525011,0.0,0.16474676815215766,0.17571331890626657,0.738,0
robust_interval_certificate,22,0.7648696652147959,0.349520927257307,0.0,0.16410688983412391,0.178909004579195,0.738,0
robust_interval_certificate,23,0.8347738506662573,0.30826127764686534,0.0,0.16391774182372423,0.1780949534299489,0.738,0
robust_interval_certificate,24,0.8964261061956303,0.2637843611392727,0.0,0.16402583281889282,0.17593537010810317,0.738,0
robust_interval_certificate,25,0.9491829784234849,0.21855199988320087,0.0,0.16499535938742332,0.17318887914972628,0.738,0
robust_interval_certificate,26,0.992893378400125,0.1192493857078901,-0.37681020321878933,0.1567633491254403,0.16552117070679392,0.738,0
robust_interval_certificate,27,1.016743255541703,0.017915648590674044,-0.31020548884184984,0.15526563369369648,0.1615703074104693,0.738,0
robust_interval_certificate,28,1.0203263852598379,-0.0668155678312248,-0.208335423397839,0.1589500899339917,0.1633935052730938,0.738,0
robust_interval_certificate,29,1.006963271693593,-0.12022227256864963,0.0,0.1611296263444614,0.16289140614866615,0.738,0
robust_interval_certificate,30,0.9829188171798631,-0.16728738416378924,0.0,0.16241007823766618,0.16755023869636107,0.738,0
robust_interval_certificate,31,0.9494613403471053,-0.213130418499843,0.0,0.16361188507825714,0.1709115618565797,0.738,0
oracle_limit_certificate,0,-1.1057147637261517,0.14211205501274674,0.0,0.19601316842076313,0.1910823510844058,0.738,0
oracle_limit_certificate,1,-1.0772923527236025,0.19322146985719119,0.0,0.19741790724412162,0.19189439066712602,0.738,0
oracle_limit_certificate,2,-1.0386480587521643,0.243759196901244,0.0,0.19895505978865802,0.19739176374309086,0.738,0
oracle_limit_certificate,3,-0.9898962193719154,0.2912419976398006,0.0,0.19999786701228517,0.20406239865743564,0.738,0
oracle_limit_certificate,4,-0.9316478198439553,0.3338086539508404,0.0,0.19983778494079418,0.19789787491685346,0.738,0
oracle_limit_certificate,5,-0.8648860890537872,0.37652699122194533,0.0,0.2008120515049701,0.1950239126487872,0.738,0
oracle_limit_certificate,6,-0.7895806908093981,0.41361442394332537,0.0,0.2004387074035875,0.19566068026276193,0.738,0
oracle_limit_certificate,7,-0.706857806020733,0.4459649707137698,0.0,0.1992501656297001,0.20045555523915273,0.738,0
oracle_limit_certificate,8,-0.6176648118779791,0.4728989109099302,0.0,0.1969973354372127,0.19802804405000687,0.738,0
oracle_limit_certificate,9,-0.523085029695993,0.49564165158667006,0.0,0.19458059648603496,0.19742226482588468,0.738,0
oracle_limit_certificate,10,-0.423956699378659,0.5141773329955455,0.0,0.1921973485462145,0.19833257154517356,0.738,0
oracle_limit_certificate,11,-0.3211212327795499,0.5274080133262972,0.0,0.18931733474677348,0.19089882725481783,0.738,0
oracle_limit_certificate,12,-0.21563963011429046,0.5361466165759331,0.0,0.18663331405251207,0.1879237698945004,0.738,0
oracle_limit_certificate,13,-0.10841030679910384,0.5396424457927429,0.0,0.18377165000627477,0.18013604701230515,0.738,0
oracle_limit_certificate,14,-0.0004818176405552571,0.5384710631918654,0.0,0.18121946350659704,0.18026350719674408,0.738,0
oracle_limit_certificate,15,0.10721239499781783,0.5299168547476311,0.0,0.1772315952371889,0.18288256697561361,0.738,0
oracle_limit_certificate,16,0.21319576594734405,0.5177367867131001,0.0,0.17434997789018503,0.17834765719959755,0.738,0
oracle_limit_certificate,17,0.31674312328996407,0.5014368231952873,0.0,0.17219823570783582,0.16848926057040928,0.738,0
oracle_limit_certificate,18,0.41703048792902153,0.47803861662294184,0.0,0.16891273854358266,0.1701312331188332,0.738,0
oracle_limit_certificate,19,0.5126382112536099,0.4523141671537773,0.0,0.1672872564756046,0.1693980795795715,0.738,0
oracle_limit_certificate,20,0.6031010446843653,0.42128092949965235,0.0,0.16548314398996283,0.17106707206430272,0.738,0
oracle_limit_certificate,21,0.6873572305842958,0.3875621731525011,0.0,0.16474676815215766,0.16557518080552663,0.738,0
oracle_limit_certificate,22,0.7648696652147959,0.349520927257307,0.0,0.16410688983412391,0.1691626563438477,0.738,0
oracle_limit_certificate,23,0.8347738506662573,0.30826127764686534,0.0,0.16391774182372423,0.16881703737689713,0.738,0
oracle_limit_certificate,24,0.8964261061956303,0.2637843611392727,0.0,0.16402583281889282,0.16724866817806727,0.738,0
oracle_limit_certificate,25,0.9491829784234849,0.21855199988320087,0.0,0.16499535938742332,0.16521478650794277,0.738,0
oracle_limit_certificate,26,0.992893378400125,0.12058787585046042,-0.36719461311411744,0.15696398650695087,0.15871287704932954,0.738,0
oracle_limit_certificate,27,1.0170109535702172,0.016612440887635263,-0.3304937623469234,0.15531917519742358,0.1553063528684891,0.738,0
oracle_limit_certificate,28,1.0203334417477443,-0.07326517485319034,-0.24230445162850497,0.15951691600623746,0.157682979948215,0.738,0
oracle_limit_certificate,29,1.0056804067771064,-0.1272946768406085,0.0,0.16183642130627676,0.1572167358107536,0.738,0
oracle_limit_certificate,30,0.9802214714089846,-0.1742052860685242,0.0,0.16309229601056446,0.16164307491486385,0.738,0
oracle_limit_certificate,31,0.9453804141952797,-0.21982703396920383,0.0,0.16426407217141675,0.1647172641890108,0.738,0
